model,valence,field,d_mean_ai_minus_field,d_prompt_ci_lo,d_prompt_ci_hi
meta-llama/Llama-3.3-70B-Instruct,negative,Physics,22.351207134851258,14.663008041305426,30.03940622839709
meta-llama/Llama-3.3-70B-Instruct,negative,Statistics,28.526625966993514,20.295483840437154,36.75776809354987
meta-llama/Llama-3.3-70B-Instruct,negative,AVERAGE_ALL,19.228651023746334,14.669696414076817,23.78760563341585
openai/gpt-oss-120b,positive,Archaeology,45.712289982600026,40.590041743712405,50.83453822148765
openai/gpt-oss-120b,positive,Biology,41.592446181262325,36.003170162047255,47.181722200477395
openai/gpt-oss-120b,positive,Chemistry,43.24922283293347,38.96052967866368,47.537915987203256
openai/gpt-oss-120b,positive,Civil_Engineering,5.994138120979058,3.9236125977160814,8.064663644242035
openai/gpt-oss-120b,positive,Computer_Science,13.416963302676626,10.33153358299794,16.50239302235531
openai/gpt-oss-120b,positive,Earth_Science,-7.944564844167118,-9.580432475558931,-6.308697212775305
openai/gpt-oss-120b,positive,Economics,37.22748502322288,31.20674182426077,43.248228222185
openai/gpt-oss-120b,positive,Electrical_Engineering,-6.84753305169108,-8.718788042656044,-4.976278060726117
openai/gpt-oss-120b,positive,Literature,43.014825320133866,37.9269609847555,48.10268965551223
openai/gpt-oss-120b,positive,Mathematics,56.703285450647726,50.673171575776635,62.73339932551882
openai/gpt-oss-120b,positive,Mechanical_Engineering,-8.295368199145353,-9.86460849140633,-6.726127906884375
openai/gpt-oss-120b,positive,Physics,84.0584689471209,76.36473996396245,91.75219793027935
openai/gpt-oss-120b,positive,Statistics,63.055919803065635,57.91200830974989,68.19983129638138
openai/gpt-oss-120b,positive,AVERAGE_ALL,25.061226981538493,22.03037050781942,28.092083455257566
openai/gpt-oss-120b,negative,Archaeology,45.495265752640954,43.4631671795229,47.52736432575901
openai/gpt-oss-120b,negative,Biology,41.2769523956798,39.71632111119647,42.83758368016313
openai/gpt-oss-120b,negative,Chemistry,44.64807096911377,42.85714733866438,46.43899459956315
openai/gpt-oss-120b,negative,Civil_Engineering,7.7324496877386135,6.47178300023144,8.993116375245787
openai/gpt-oss-120b,negative,Computer_Science,13.931075219135394,12.200903142062057,15.661247296208732
openai/gpt-oss-120b,negative,Earth_Science,-8.118234260352462,-9.155575192057578,-7.080893328647347
openai/gpt-oss-120b,negative,Economics,39.31015318825048,34.57444042169725,44.045865954803716
openai/gpt-oss-120b,negative,Electrical_Engineering,-6.311525549639942,-7.1902771866607935,-5.432773912619091
openai/gpt-oss-120b,negative,Literature,44.044709775821126,41.24409731524046,46.84532223640179
openai/gpt-oss-120b,negative,Mathematics,58.9608480812905,57.20084290234186,60.72085326023914
openai/gpt-oss-120b,negative,Mechanical_Engineering,-7.795384068029291,-8.759003401014157,-6.831764735044426
openai/gpt-oss-120b,negative,Physics,89.57536198579525,85.53602094339998,93.61470302819053
openai/gpt-oss-120b,negative,Statistics,62.06003363780144,57.59676555471221,66.52330172089066
openai/gpt-oss-120b,negative,AVERAGE_ALL,25.946111477457908,24.802397236203696,27.08982571871212
openai/gpt-oss-20b,positive,Archaeology,69.21429186002942,64.95994118591706,73.46864253414178
openai/gpt-oss-20b,positive,Biology,67.4604611650877,61.355052027733635,73.56587030244175
openai/gpt-oss-20b,positive,Chemistry,68.49765236429899,63.006460843097315,73.98884388550066
openai/gpt-oss-20b,positive,Civil_Engineering,15.939559225458208,14.202575209127133,17.676543241789282
openai/gpt-oss-20b,positive,Computer_Science,14.965319950122524,12.741931349833632,17.188708550411416
openai/gpt-oss-20b,positive,Earth_Science,1.7029237122760832,0.3728889654492491,3.0329584591029173
openai/gpt-oss-20b,positive,Economics,73.88111481747244,67.65426044175075,80.10796919319412
openai/gpt-oss-20b,positive,Electrical_Engineering,3.703205414104702,2.7896873353509024,4.616723492858502
openai/gpt-oss-20b,positive,Literature,50.8773821313621,46.964645770934865,54.79011849178933
openai/gpt-oss-20b,positive,Mathematics,80.52597368519687,74.55885252293707,86.49309484745667
openai/gpt-oss-20b,positive,Mechanical_Engineering,-1.677972661048176,-2.488559843272582,-0.8673854788237699
openai/gpt-oss-20b,positive,Physics,113.66666929873061,104.4164394673335,122.91689913012772
openai/gpt-oss-20b,positive,Statistics,66.59740298597457,61.54054753196876,71.65425843998038
openai/gpt-oss-20b,positive,AVERAGE_ALL,39.15590833096656,36.299687923719986,42.012128738213136
openai/gpt-oss-20b,negative,Archaeology,68.68608974606227,66.01452697854027,71.35765251358426
openai/gpt-oss-20b,negative,Biology,67.58455850813661,65.45633942056104,69.71277759571218
openai/gpt-oss-20b,negative,Chemistry,70.04695453561668,68.19409221398608,71.89981685724727
openai/gpt-oss-20b,negative,Civil_Engineering,17.931506275545086,16.559742212492186,19.303270338597986
openai/gpt-oss-20b,negative,Computer_Science,16.191815044898576,14.849249594787489,17.534380495009664
openai/gpt-oss-20b,negative,Earth_Science,1.3542236386929456,0.963853310370204,1.7445939670156871
openai/gpt-oss-20b,negative,Economics,77.81416538561655,73.44446671513109,82.18386405610201
openai/gpt-oss-20b,negative,Electrical_Engineering,4.03720410379953,3.3325649266464845,4.741843280952575
openai/gpt-oss-20b,negative,Literature,51.58691215836624,49.39268308252073,53.781141234211745
openai/gpt-oss-20b,negative,Mathematics,81.91180856951524,78.87140304963661,84.95221408939388
openai/gpt-oss-20b,negative,Mechanical_Engineering,-1.2406491553509462,-1.8662500795711516,-0.6150482311307408
openai/gpt-oss-20b,negative,Physics,120.43152311858049,115.73657444093071,125.12647179623026
openai/gpt-oss-20b,negative,Statistics,68.00253762590333,65.1504873205531,70.85458793125356
openai/gpt-oss-20b,negative,AVERAGE_ALL,40.24638878195509,39.28530685694651,41.20747070696367
zerofata/L3.3-GeneticLemonade-Final-v2-70B,positive,Archaeology,44.11979705568251,38.29551332561786,49.94408078574716
zerofata/L3.3-GeneticLemonade-Final-v2-70B,positive,Biology,61.175167953098494,52.134743017502615,70.21559288869437
zerofata/L3.3-GeneticLemonade-Final-v2-70B,positive,Chemistry,25.77652092782507,20.927001722384794,30.62604013326535
zerofata/L3.3-GeneticLemonade-Final-v2-70B,positive,Civil_Engineering,-8.147075643518338,-10.266936646071398,-6.027214640965278
zerofata/L3.3-GeneticLemonade-Final-v2-70B,positive,Computer_Science,-7.112509629274994,-9.694830752911145,-4.530188505638844
zerofata/L3.3-GeneticLemonade-Final-v2-70B,positive,Earth_Science,-2.730737530437335,-4.887121578057026,-0.574353482817644
zerofata/L3.3-GeneticLemonade-Final-v2-70B,positive,Economics,55.93088249464164,46.51202481770491,65.34974017157836
zerofata/L3.3-GeneticLemonade-Final-v2-70B,positive,Electrical_Engineering,2.251556970141246,-0.10685976869921676,4.609973708981709
zerofata/L3.3-GeneticLemonade-Final-v2-70B,positive,Literature,20.74694895482538,16.26171418339848,25.23218372625228
zerofata/L3.3-GeneticLemonade-Final-v2-70B,positive,Mathematics,17.308297919894823,13.656161867966626,20.96043397182302
zerofata/L3.3-GeneticLemonade-Final-v2-70B,positive,Mechanical_Engineering,5.667850528175707,3.642468445503493,7.693232610847922
zerofata/L3.3-GeneticLemonade-Final-v2-70B,positive,Physics,11.829362252658578,7.863586190262772,15.795138315054384
zerofata/L3.3-GeneticLemonade-Final-v2-70B,positive,Statistics,15.93806171705016,11.945682453972683,19.93044098012764
zerofata/L3.3-GeneticLemonade-Final-v2-70B,positive,AVERAGE_ALL,14.922352335289295,11.511621648184343,18.33308302239425
zerofata/L3.3-GeneticLemonade-Final-v2-70B,negative,Archaeology,52.27919460992049,48.34956490958916,56.20882431025181
zerofata/L3.3-GeneticLemonade-Final-v2-70B,negative,Biology,81.08356166908548,70.42238534031071,91.74473799786026
zerofata/L3.3-GeneticLemonade-Final-v2-70B,negative,Chemistry,35.92773587837139,30.487879823204644,41.36759193353813
zerofata/L3.3-GeneticLemonade-Final-v2-70B,negative,Civil_Engineering,-4.678298570616325,-6.630364474834243,-2.726232666398406
zerofata/L3.3-GeneticLemonade-Final-v2-70B,negative,Computer_Science,-5.650080947026812,-8.035293794890208,-3.2648680991634143
zerofata/L3.3-GeneticLemonade-Final-v2-70B,negative,Earth_Science,-0.9450586501255195,-2.8609079819211054,0.9707906816700665
zerofata/L3.3-GeneticLemonade-Final-v2-70B,negative,Economics,68.61086670979401,59.61228857251993,77.60944484706809
zerofata/L3.3-GeneticLemonade-Final-v2-70B,negative,Electrical_Engineering,6.367418385281478,4.560479297092622,8.174357473470334
zerofata/L3.3-GeneticLemonade-Final-v2-70B,negative,Literature,28.73055204337772,23.978241931554688,33.48286215520075
zerofata/L3.3-GeneticLemonade-Final-v2-70B,negative,Mathematics,23.72923224485735,20.0099710413913,27.4484934483234
zerofata/L3.3-GeneticLemonade-Final-v2-70B,negative,Mechanical_Engineering,10.951649271572892,9.240063279803394,12.66323526334239
zerofata/L3.3-GeneticLemonade-Final-v2-70B,negative,Physics,20.397162318702293,14.562722951587471,26.231601685817115
zerofata/L3.3-GeneticLemonade-Final-v2-70B,negative,Statistics,25.27405021389964,19.441511390418206,31.10658903738107
zerofata/L3.3-GeneticLemonade-Final-v2-70B,negative,AVERAGE_ALL,21.276772407577514,17.97366551298369,24.57987930217134
